origin_hdong_cd,dest_hdong_cd,date,start_time,end_time,gender,age,modal,origin_purpose,dest_purpose,od_dist_avg,od_duration_avg,od_cnts,행정동코드,시도명,시군구명,읍면동명,주소,위도,경도
4157025600,1111061500,20231013,16:00,18:00,1,0,0.0,0.0,5,78005,84,44,4157025600,경기도,김포시,양촌읍,경기도 김포시 양촌읍,37.6571252239981,126.625498579495
4111367000,1111061500,20231013,08:00,10:00,1,1,5.0,0.0,3,130549,115,7,4111367000,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 권선1동,37.2577432483639,127.024583383797
1117052000,1111061500,20231013,22:00,22:00,1,1,0.0,5.0,5,15891,30,7,1117052000,서울특별시,용산구,용산2가동,서울특별시 용산구 용산2가동,37.5461257352928,126.985574456915
1111065000,1111061500,20231013,13:00,13:00,1,1,4.0,0.0,0,1372,11,7,1111065000,서울특별시,종로구,혜화동,서울특별시 종로구 혜화동,37.5868624440018,127.00060686405
1111063000,1111061500,20231013,13:00,13:00,0,4,4.0,1.0,1,1749,8,8,1111063000,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로5.6가동,37.5720319758375,127.005071290563
1165051000,1111061500,20231013,08:00,09:00,1,3,2.0,0.0,1,44589,45,7,1165051000,서울특별시,서초구,서초1동,서울특별시 서초구 서초1동,37.4901474659139,127.019530273485
4146358600,1111061500,20231013,09:00,10:00,1,1,0.0,0.0,5,148791,84,7,4146358600,경기도,용인시 기흥구,상하동,경기도 용인시 기흥구 상하동,37.2705605523124,127.13845601465
1111063000,1111061500,20231013,10:00,10:00,0,5,4.0,1.0,1,490,2,9,1111063000,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로5.6가동,37.5720319758375,127.005071290563
1165062100,1111061500,20231013,16:00,19:00,1,1,2.0,0.0,3,77009,150,7,1165062100,서울특별시,서초구,방배4동,서울특별시 서초구 방배4동,37.4890604237231,126.992482898494
1114055000,1111061500,20231013,18:00,18:00,1,5,4.0,3.0,3,2493,10,7,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
4128758000,1111061500,20231013,09:00,10:00,0,1,2.0,0.0,3,56350,97,8,4128758000,경기도,고양시 일산서구,송포동,경기도 고양시 일산서구 송포동,37.6714314701668,126.735452119976
1111063000,1111061500,20231013,15:00,16:00,1,5,0.0,1.0,1,10917,26,7,1111063000,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로5.6가동,37.5720319758375,127.005071290563
1114055000,1111061500,20231013,18:00,18:00,1,5,4.0,1.0,1,838,4,13,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114060500,1111061500,20231013,12:00,13:00,0,6,0.0,1.0,1,8995,37,7,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1114055000,1111061500,20231013,14:00,15:00,1,1,4.0,4.0,4,3697,5,7,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114060500,1111061500,20231013,12:00,12:00,1,1,1.0,5.0,5,14796,24,7,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1123060000,1111061500,20231013,14:00,15:00,1,1,2.0,4.0,3,26965,51,7,1123060000,서울특별시,동대문구,답십리제1동,서울특별시 동대문구 답십리제1동,37.5697653601114,127.050104641859
1111053000,1111061500,20231013,11:00,12:00,1,3,0.0,1.0,1,10014,34,13,1111053000,서울특별시,종로구,사직동,서울특별시 종로구 사직동,37.5754222287938,126.96631967084
1114052000,1111061500,20231013,11:00,11:00,1,5,0.0,1.0,1,6760,10,13,1114052000,서울특별시,중구,소공동,서울특별시 중구 소공동,37.5638997702148,126.97979400965
1114060500,1111061500,20231013,12:00,12:00,1,4,4.0,1.0,1,1025,5,13,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1114057000,1111061500,20231013,08:00,09:00,0,1,2.0,5.0,5,19773,22,17,1114057000,서울특별시,중구,필동,서울특별시 중구 필동,37.5601640832368,126.995599542438
1138069000,1111061500,20231013,09:00,09:00,1,1,2.0,0.0,4,48005,41,7,1138069000,서울특별시,은평구,진관동,서울특별시 은평구 진관동,37.6349668825062,126.92106591289
1111053000,1111061500,20231013,19:00,19:00,1,2,0.0,3.0,3,6725,19,7,1111053000,서울특별시,종로구,사직동,서울특별시 종로구 사직동,37.5754222287938,126.96631967084
1126068000,1111061500,20231013,16:00,17:00,1,1,2.0,0.0,3,34982,51,7,1126068000,서울특별시,중랑구,신내1동,서울특별시 중랑구 신내1동,37.605874670309,127.099496657031
1111051500,1111061500,20231013,15:00,16:00,1,1,0.0,2.0,3,14935,55,7,1111051500,서울특별시,종로구,청운효자동,서울특별시 종로구 청운효자동,37.5841161738354,126.97064969123
1111063000,1111061500,20231013,13:00,13:00,0,5,4.0,1.0,1,555,3,9,1111063000,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로5.6가동,37.5720319758375,127.005071290563
1114060500,1111061500,20231013,13:00,13:00,1,5,0.0,3.0,3,7282,16,11,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1111053000,1111061500,20231013,13:00,13:00,1,1,0.0,3.0,3,6915,15,34,1111053000,서울특별시,종로구,사직동,서울특별시 종로구 사직동,37.5754222287938,126.96631967084
1111065000,1111061500,20231013,11:00,12:00,1,1,0.0,5.0,5,9318,74,7,1111065000,서울특별시,종로구,혜화동,서울특별시 종로구 혜화동,37.5868624440018,127.00060686405
1111051500,1111061500,20231013,15:00,16:00,1,1,1.0,3.0,3,109314,71,7,1111051500,서울특별시,종로구,청운효자동,서울특별시 종로구 청운효자동,37.5841161738354,126.97064969123
1114060500,1111061500,20231013,12:00,13:00,1,5,0.0,1.0,1,9056,36,17,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1117068500,1111061500,20231013,19:00,19:00,1,1,1.0,4.0,4,24717,24,7,1117068500,서울특별시,용산구,한남동,서울특별시 용산구 한남동,37.53462985578,127.000552132438
1114060500,1111061500,20231013,15:00,15:00,1,6,0.0,1.0,1,6100,19,8,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1114060500,1111061500,20231013,11:00,11:00,0,6,0.0,1.0,1,2875,7,10,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1111053000,1111061500,20231013,10:00,11:00,0,1,0.0,5.0,5,12780,33,13,1111053000,서울특별시,종로구,사직동,서울특별시 종로구 사직동,37.5754222287938,126.96631967084
1111063000,1111061500,20231013,10:00,10:00,0,5,0.0,1.0,1,8641,8,8,1111063000,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로5.6가동,37.5720319758375,127.005071290563
1114055000,1111061500,20231013,13:00,13:00,0,6,4.0,3.0,3,1877,6,11,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114055000,1111061500,20231013,15:00,16:00,0,3,0.0,1.0,1,14351,26,16,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114055000,1111061500,20231013,10:00,11:00,0,5,1.0,1.0,1,23776,37,7,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114055000,1111061500,20231013,10:00,10:00,0,4,4.0,1.0,1,1127,4,26,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114055000,1111061500,20231013,11:00,11:00,0,6,0.0,1.0,1,7568,16,25,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1111051500,1111061500,20231013,10:00,10:00,0,3,0.0,1.0,1,2653,10,8,1111051500,서울특별시,종로구,청운효자동,서울특별시 종로구 청운효자동,37.5841161738354,126.97064969123
1114055000,1111061500,20231013,20:00,20:00,0,4,0.0,3.0,3,4916,9,7,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114055000,1111061500,20231013,20:00,20:00,0,3,4.0,3.0,3,2315,7,7,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1111060000,1111061500,20231013,18:00,18:00,1,1,4.0,0.0,0,1630,12,7,1111060000,서울특별시,종로구,가회동,서울특별시 종로구 가회동,37.5800968068428,126.984784487479
1165062100,1111061500,20231013,16:00,17:00,1,1,2.0,0.0,3,147623,48,13,1165062100,서울특별시,서초구,방배4동,서울특별시 서초구 방배4동,37.4890604237231,126.992482898494
1114055000,1111061500,20231013,20:00,20:00,0,3,0.0,3.0,3,9447,17,11,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114055000,1111061500,20231013,17:00,17:00,0,5,0.0,3.0,3,8180,10,11,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114055000,1111061500,20231013,09:00,09:00,1,1,1.0,5.0,5,18795,18,7,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1111063000,1111061500,20231013,09:00,09:00,0,3,0.0,1.0,1,20756,16,8,1111063000,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로5.6가동,37.5720319758375,127.005071290563
1111060000,1111061500,20231013,12:00,12:00,0,3,4.0,1.0,1,591,3,7,1111060000,서울특별시,종로구,가회동,서울특별시 종로구 가회동,37.5800968068428,126.984784487479
1114060500,1111061500,20231013,11:00,11:00,1,4,0.0,1.0,1,3752,7,15,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1165065200,1111061500,20231013,08:00,08:00,1,1,0.0,5.0,5,13595,56,13,1165065200,서울특별시,서초구,양재2동,서울특별시 서초구 양재2동,37.4706332171867,127.041288687936
1114055000,1111061500,20231013,15:00,17:00,1,1,0.0,3.0,3,15594,104,7,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1156053500,1111061500,20231013,08:00,10:00,1,1,5.0,5.0,5,77112,142,7,1156053500,서울특별시,영등포구,영등포동,서울특별시 영등포구 영등포동,37.5134118222975,126.906168599588
1111054000,1111061500,20231013,15:00,15:00,1,1,0.0,3.0,3,21289,17,7,1111054000,서울특별시,종로구,삼청동,서울특별시 종로구 삼청동,37.584997782564,126.981758302922
1111054000,1111061500,20231013,12:00,12:00,1,1,4.0,2.0,2,596,3,7,1111054000,서울특별시,종로구,삼청동,서울특별시 종로구 삼청동,37.584997782564,126.981758302922
1111053000,1111061500,20231013,10:00,10:00,0,1,0.0,5.0,5,23256,18,8,1111053000,서울특별시,종로구,사직동,서울특별시 종로구 사직동,37.5754222287938,126.96631967084
1129060000,1111061500,20231013,16:00,16:00,1,1,2.0,2.0,3,12692,27,7,1129060000,서울특별시,성북구,안암동,서울특별시 성북구 안암동,37.5858189680129,127.021344106907
4111156600,1111061500,20231013,15:00,17:00,1,1,5.0,5.0,0,108042,104,7,4111156600,경기도,수원시 장안구,율천동,경기도 수원시 장안구 율천동,37.2976295878557,126.971401996357
1141052000,1111061500,20231013,10:00,12:00,1,1,0.0,5.0,3,157511,99,7,1141052000,서울특별시,서대문구,천연동,서울특별시 서대문구 천연동,37.5675017663096,126.958422464555
1114055000,1111061500,20231013,14:00,14:00,0,4,0.0,3.0,3,5184,10,7,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1111053000,1111061500,20231013,14:00,14:00,1,3,4.0,1.0,1,767,2,14,1111053000,서울특별시,종로구,사직동,서울특별시 종로구 사직동,37.5754222287938,126.96631967084
1111064000,1111061500,20231013,14:00,14:00,1,1,0.0,5.0,3,2502,11,20,1111064000,서울특별시,종로구,이화동,서울특별시 종로구 이화동,37.5769946840179,127.004338052474
1114055000,1111061500,20231013,20:00,20:00,1,1,0.0,3.0,3,3644,10,20,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
4128162200,1111061500,20231013,08:00,09:00,1,1,2.0,0.0,3,23567,64,7,4128162200,경기도,고양시 덕양구,화정2동,경기도 고양시 덕양구 화정2동,37.6305686063772,126.835720057724
1111065000,1111061500,20231013,11:00,11:00,1,1,4.0,0.0,0,31150,21,7,1111065000,서울특별시,종로구,혜화동,서울특별시 종로구 혜화동,37.5868624440018,127.00060686405
1114057000,1111061500,20231013,10:00,10:00,1,3,0.0,1.0,1,2917,5,13,1114057000,서울특별시,중구,필동,서울특별시 중구 필동,37.5601640832368,126.995599542438
1165061000,1111061500,20231013,13:00,14:00,1,1,2.0,0.0,3,19276,73,7,1165061000,서울특별시,서초구,방배2동,서울특별시 서초구 방배2동,37.4797829991168,126.985578175304
1111051500,1111061500,20231013,12:00,12:00,1,3,0.0,1.0,1,3712,9,13,1111051500,서울특별시,종로구,청운효자동,서울특별시 종로구 청운효자동,37.5841161738354,126.97064969123
1111060000,1111061500,20231013,12:00,12:00,1,4,0.0,1.0,1,7221,17,10,1111060000,서울특별시,종로구,가회동,서울특별시 종로구 가회동,37.5800968068428,126.984784487479
1111063000,1111061500,20231013,12:00,13:00,1,3,0.0,1.0,1,14878,51,8,1111063000,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로5.6가동,37.5720319758375,127.005071290563
1168061000,1111061500,20231013,13:00,14:00,1,1,2.0,4.0,4,66373,66,7,1168061000,서울특별시,강남구,대치2동,서울특별시 강남구 대치2동,37.5022592044328,127.064164457307
1114060500,1111061500,20231013,13:00,14:00,1,1,2.0,5.0,5,15748,15,7,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1150060300,1111061500,20231013,13:00,14:00,1,1,2.0,2.0,3,32625,64,7,1150060300,서울특별시,강서구,가양제1동,서울특별시 강서구 가양제1동,37.5694972894278,126.844728733334
1114059000,1111061500,20231013,12:00,13:00,1,1,1.0,5.0,5,10255,36,7,1114059000,서울특별시,중구,광희동,서울특별시 중구 광희동,37.5644311770078,127.005052665365
1111054000,1111061500,20231013,12:00,12:00,1,3,0.0,1.0,1,5846,17,14,1111054000,서울특별시,종로구,삼청동,서울특별시 종로구 삼청동,37.584997782564,126.981758302922
1114055000,1111061500,20231013,17:00,17:00,0,4,0.0,1.0,1,6520,10,55,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1117062500,1111061500,20231013,08:00,09:00,0,3,2.0,0.0,1,31265,40,7,1117062500,서울특별시,용산구,한강로동,서울특별시 용산구 한강로동,37.5281422426638,126.969228070947
1114055000,1111061500,20231013,12:00,12:00,1,1,0.0,2.0,3,11120,4,7,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114055000,1111061500,20231013,13:00,13:00,1,3,0.0,1.0,1,6522,10,94,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
4115055500,1111061500,20231013,08:00,09:00,1,1,2.0,4.0,4,34139,82,7,4115055500,경기도,의정부시,호원2동,경기도 의정부시 호원2동,37.7265355728759,127.043258882495
1114052000,1111061500,20231013,11:00,11:00,1,3,0.0,1.0,1,8159,11,15,1114052000,서울특별시,중구,소공동,서울특별시 중구 소공동,37.5638997702148,126.97979400965
1114060500,1111061500,20231013,15:00,16:00,0,4,0.0,1.0,1,13226,35,9,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1165062000,1111061500,20231013,13:00,14:00,1,1,0.0,2.0,3,26913,66,7,1165062000,서울특별시,서초구,방배3동,서울특별시 서초구 방배3동,37.4784215531775,126.999995477716
1111065000,1111061500,20231013,12:00,13:00,0,1,0.0,4.0,4,27995,57,13,1111065000,서울특별시,종로구,혜화동,서울특별시 종로구 혜화동,37.5868624440018,127.00060686405
4111355000,1111061500,20231013,16:00,18:00,1,1,2.0,5.0,5,123767,108,7,4111355000,경기도,수원시 권선구,평동,경기도 수원시 권선구 평동,37.2580664266842,126.994138199612
1114055000,1111061500,20231013,12:00,12:00,1,5,0.0,4.0,4,11916,12,7,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114055000,1111061500,20231013,17:00,17:00,1,5,0.0,1.0,1,8245,14,15,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114057000,1111061500,20231013,13:00,13:00,1,2,0.0,1.0,1,3827,9,10,1114057000,서울특별시,중구,필동,서울특별시 중구 필동,37.5601640832368,126.995599542438
1111063000,1111061500,20231013,18:00,18:00,1,1,1.0,3.0,0,56344,43,7,1111063000,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로5.6가동,37.5720319758375,127.005071290563
1117057000,1111061500,20231013,12:00,13:00,1,1,0.0,0.0,3,35767,51,7,1117057000,서울특별시,용산구,원효로제2동,서울특별시 용산구 원효로제2동,37.5343604221088,126.951530188917
1117051000,1111061500,20231013,13:00,13:00,1,1,0.0,4.0,4,23697,23,7,1117051000,서울특별시,용산구,후암동,서울특별시 용산구 후암동,37.5486798277288,126.978150463736
1129063000,1111061500,20231013,08:00,09:00,1,1,2.0,2.0,3,32150,66,7,1129063000,서울특별시,성북구,정릉제2동,서울특별시 성북구 정릉제2동,37.604463689677,127.011139031584
1114060500,1111061500,20231013,14:00,15:00,1,1,0.0,3.0,3,30561,24,13,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
4128755000,1111061500,20231013,08:00,11:00,1,1,2.0,0.0,5,52674,153,7,4128755000,경기도,고양시 일산서구,주엽1동,경기도 고양시 일산서구 주엽1동,37.6701139478695,126.763299350405
4128153000,1111061500,20231013,08:00,09:00,1,1,2.0,0.0,3,50215,84,81,4128153000,경기도,고양시 덕양구,흥도동,경기도 고양시 덕양구 흥도동,37.6449259301324,126.85434814802
1111060000,1111061500,20231013,15:00,15:00,1,1,0.0,2.0,0,2851,8,7,1111060000,서울특별시,종로구,가회동,서울특별시 종로구 가회동,37.5800968068428,126.984784487479
1168058000,1111061500,20231013,14:00,15:00,1,1,2.0,3.0,3,32641,45,7,1168058000,서울특별시,강남구,삼성1동,서울특별시 강남구 삼성1동,37.5143912094485,127.062527941715
1114055000,1111061500,20231013,18:00,18:00,0,2,4.0,1.0,1,3493,10,9,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114060500,1111061500,20231013,18:00,18:00,1,1,1.0,3.0,3,9168,23,7,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1114055000,1111061500,20231013,11:00,11:00,0,4,0.0,4.0,4,11149,14,14,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1138069000,1111061500,20231013,16:00,16:00,1,1,2.0,0.0,3,31263,43,7,1138069000,서울특별시,은평구,진관동,서울특별시 은평구 진관동,37.6349668825062,126.92106591289
1114055000,1111061500,20231013,22:00,22:00,1,2,0.0,3.0,4,7456,12,16,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114052000,1111061500,20231013,13:00,14:00,1,1,0.0,3.0,3,21193,34,13,1114052000,서울특별시,중구,소공동,서울특별시 중구 소공동,37.5638997702148,126.97979400965
4128754500,1111061500,20231013,08:00,10:00,1,1,2.0,0.0,4,54241,115,7,4128754500,경기도,고양시 일산서구,탄현1동,경기도 고양시 일산서구 탄현1동,37.6943496272333,126.76845159422
1141058500,1111061500,20231013,13:00,14:00,1,1,1.0,2.0,3,24551,45,7,1141058500,서울특별시,서대문구,신촌동,서울특별시 서대문구 신촌동,37.5651616940519,126.93927687604
1111064000,1111061500,20231013,13:00,14:00,1,1,1.0,5.0,3,28833,44,7,1111064000,서울특별시,종로구,이화동,서울특별시 종로구 이화동,37.5769946840179,127.004338052474
1114060500,1111061500,20231013,17:00,17:00,1,3,0.0,3.0,3,6357,12,11,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1153054000,1111061500,20231013,08:00,09:00,1,1,0.0,5.0,5,62564,58,7,1153054000,서울특별시,구로구,구로제3동,서울특별시 구로구 구로제3동,37.4873483040234,126.890330632764
4111156600,1111061500,20231013,16:00,17:00,1,1,0.0,3.0,0,83638,85,13,4111156600,경기도,수원시 장안구,율천동,경기도 수원시 장안구 율천동,37.2976295878557,126.971401996357
1111053000,1111061500,20231013,13:00,13:00,0,5,0.0,3.0,3,5637,18,8,1111053000,서울특별시,종로구,사직동,서울특별시 종로구 사직동,37.5754222287938,126.96631967084
1114055000,1111061500,20231013,15:00,15:00,1,5,4.0,1.0,1,1044,5,11,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1129071500,1111061500,20231013,09:00,10:00,1,1,2.0,4.0,0,18254,39,7,1129071500,서울특별시,성북구,월곡제1동,서울특별시 성북구 월곡제1동,37.6105530868657,127.035775560243
4311425300,1111061500,20231013,10:00,12:00,1,1,0.0,0.0,3,135014,110,7,4311425300,충청북도,청주시 청원구,오창읍,충청북도 청주시 청원구 오창읍,36.7423562993671,127.454499829132
1114055000,1111061500,20231013,09:00,10:00,0,4,0.0,1.0,1,16431,31,15,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1111063000,1111061500,20231013,14:00,15:00,1,5,0.0,1.0,1,22525,32,9,1111063000,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로5.6가동,37.5720319758375,127.005071290563
1138069000,1111061500,20231013,08:00,08:00,1,4,2.0,0.0,1,27089,39,13,1138069000,서울특별시,은평구,진관동,서울특별시 은평구 진관동,37.6349668825062,126.92106591289
1111051500,1111061500,20231013,20:00,21:00,1,1,0.0,2.0,3,9437,26,7,1111051500,서울특별시,종로구,청운효자동,서울특별시 종로구 청운효자동,37.5841161738354,126.97064969123
1111063000,1111061500,20231013,23:00,23:00,1,1,0.0,0.0,0,3112,11,7,1111063000,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로5.6가동,37.5720319758375,127.005071290563
1156054000,1111061500,20231013,17:00,17:00,1,1,0.0,3.0,3,27321,31,7,1156054000,서울특별시,영등포구,여의동,서울특별시 영등포구 여의동,37.5176044401505,126.934609800644
1114055000,1111061500,20231013,10:00,11:00,1,3,0.0,1.0,1,20648,41,15,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1132051400,1111061500,20231013,16:00,17:00,1,1,2.0,0.0,4,38630,52,7,1132051400,서울특별시,도봉구,창제4동,서울특별시 도봉구 창제4동,37.6599706183536,127.045418866735
1111054000,1111061500,20231013,13:00,13:00,1,1,0.0,4.0,4,5370,14,7,1111054000,서울특별시,종로구,삼청동,서울특별시 종로구 삼청동,37.584997782564,126.981758302922
4115051000,1111061500,20231013,08:00,10:00,1,1,2.0,0.0,3,65241,122,7,4115051000,경기도,의정부시,의정부1동,경기도 의정부시 의정부1동,37.732281463272,127.049138518109
1114055000,1111061500,20231013,12:00,12:00,1,4,0.0,4.0,4,6038,9,17,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114055000,1111061500,20231013,16:00,16:00,1,2,0.0,3.0,3,9394,14,17,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114060500,1111061500,20231013,19:00,19:00,0,2,0.0,3.0,3,2823,12,8,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1114055000,1111061500,20231013,11:00,11:00,1,4,4.0,1.0,1,1601,5,64,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1111053000,1111061500,20231013,12:00,12:00,1,5,0.0,1.0,1,6872,13,13,1111053000,서울특별시,종로구,사직동,서울특별시 종로구 사직동,37.5754222287938,126.96631967084
4127151500,1111061500,20231013,13:00,14:00,1,1,2.0,0.0,2,178818,83,7,4127151500,경기도,안산시 상록구,이동,경기도 안산시 상록구 이동,37.3054407225328,126.860857418137
1114055000,1111061500,20231013,21:00,21:00,0,3,0.0,3.0,3,7600,18,11,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1111060000,1111061500,20231013,16:00,17:00,0,0,0.0,3.0,3,26553,82,39,1111060000,서울특별시,종로구,가회동,서울특별시 종로구 가회동,37.5800968068428,126.984784487479
1111063000,1111061500,20231013,11:00,11:00,0,4,0.0,1.0,1,9547,13,9,1111063000,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로5.6가동,37.5720319758375,127.005071290563
1111065000,1111061500,20231013,08:00,08:00,0,2,0.0,0.0,0,4191,13,15,1111065000,서울특별시,종로구,혜화동,서울특별시 종로구 혜화동,37.5868624440018,127.00060686405
1129055500,1111061500,20231013,17:00,18:00,1,0,1.0,0.0,3,19443,47,44,1129055500,서울특별시,성북구,삼선동,서울특별시 성북구 삼선동,37.5908295073389,127.014651562653
1114052000,1111061500,20231013,16:00,16:00,1,1,0.0,4.0,4,16436,39,7,1114052000,서울특별시,중구,소공동,서울특별시 중구 소공동,37.5638997702148,126.97979400965
1114055000,1111061500,20231013,16:00,16:00,0,4,0.0,5.0,5,6884,10,8,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
4159025300,1111061500,20231013,17:00,19:00,1,1,0.0,2.0,3,146678,111,7,4159025300,경기도,화성시,봉담읍,경기도 화성시 봉담읍,37.2200677257085,126.949541707928
