origin_hdong_cd,dest_hdong_cd,date,start_time,end_time,gender,age,modal,origin_purpose,dest_purpose,od_dist_avg,od_duration_avg,od_cnts,행정동코드,시도명,시군구명,읍면동명,주소,위도,경도
1114068000,1111061500,20231014,09:00,09:00,1,1,0.0,0.0,4,8986,17,7,1114068000,서울특별시,중구,중림동,서울특별시 중구 중림동,37.5591682253822,126.966182119336
4145058200,1111061500,20231014,15:00,16:00,1,1,2.0,0.0,3,40385,71,7,4145058200,경기도,하남시,감일동,경기도 하남시 감일동,37.5082861885186,127.147467026542
4139052000,1111061500,20231014,08:00,10:00,1,1,0.0,0.0,3,79295,121,7,4139052000,경기도,시흥시,신천동,경기도 시흥시 신천동,37.4355555341518,126.781870213243
1123056000,1111061500,20231014,16:00,17:00,1,1,1.0,3.0,3,9376,43,7,1123056000,서울특별시,동대문구,전농제1동,서울특별시 동대문구 전농제1동,37.5780230697115,127.047705647167
1144065500,1111061500,20231014,14:00,16:00,1,1,2.0,3.0,3,66023,96,7,1144065500,서울특별시,마포구,서강동,서울특별시 마포구 서강동,37.5477468723034,126.932030551178
1111054000,1111061500,20231014,12:00,12:00,1,1,0.0,5.0,5,7932,24,7,1111054000,서울특별시,종로구,삼청동,서울특별시 종로구 삼청동,37.584997782564,126.981758302922
1138051000,1111061500,20231014,13:00,13:00,1,1,1.0,0.0,3,15287,28,7,1138051000,서울특별시,은평구,녹번동,서울특별시 은평구 녹번동,37.6022161609652,126.929919982801
4122025300,1111061500,20231014,08:00,12:00,1,0,2.0,0.0,3,167328,226,44,4122025300,경기도,평택시,안중읍,경기도 평택시 안중읍,36.9861235831,126.931167606861
1114055000,1111061500,20231014,16:00,17:00,0,4,0.0,3.0,3,12947,45,8,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1174059000,1111061500,20231014,08:00,09:00,1,0,0.0,0.0,3,42733,55,44,1174059000,서울특별시,강동구,암사제3동,서울특별시 강동구 암사제3동,37.5549733882203,127.140777676291
1154551000,1111061500,20231014,17:00,18:00,1,1,2.0,0.0,4,41863,45,7,1154551000,서울특별시,금천구,가산동,서울특별시 금천구 가산동,37.4768763179226,126.891779471155
1114055000,1111061500,20231014,19:00,19:00,1,1,0.0,3.0,3,6774,9,20,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1132051400,1111061500,20231014,12:00,13:00,1,1,2.0,0.0,4,25102,52,7,1132051400,서울특별시,도봉구,창제4동,서울특별시 도봉구 창제4동,37.6599706183536,127.045418866735
1114055000,1111061500,20231014,14:00,16:00,1,0,1.0,3.0,3,67994,78,44,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1111067000,1111061500,20231014,18:00,19:00,1,1,0.0,0.0,3,18119,26,7,1111067000,서울특별시,종로구,창신제1동,서울특별시 종로구 창신제1동,37.5707371209357,127.016368212448
4163034000,1111061500,20231014,19:00,20:00,1,1,0.0,5.0,3,25891,54,7,4163034000,경기도,양주시,장흥면,경기도 양주시 장흥면,37.7178722789737,126.941144103763
4157055000,1111061500,20231014,13:00,14:00,1,0,0.0,5.0,5,108429,75,44,4157055000,경기도,김포시,풍무동,경기도 김포시 풍무동,37.6021655287894,126.722040391363
1129052500,1111061500,20231014,08:00,09:00,0,0,0.0,0.0,4,7254,23,39,1129052500,서울특별시,성북구,성북동,서울특별시 성북구 성북동,37.591046609396,127.003274531869
1144069000,1111061500,20231014,16:00,17:00,1,1,0.0,0.0,4,52989,65,7,1144069000,서울특별시,마포구,망원제1동,서울특별시 마포구 망원제1동,37.5555962174352,126.905604188078
1114060500,1111061500,20231014,17:00,17:00,1,1,0.0,5.0,5,20362,22,7,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1111053000,1111061500,20231014,19:00,19:00,1,2,0.0,4.0,4,4493,18,7,1111053000,서울특별시,종로구,사직동,서울특별시 종로구 사직동,37.5754222287938,126.96631967084
1114060500,1111061500,20231014,14:00,14:00,1,2,4.0,3.0,3,990,4,7,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1159060500,1111061500,20231014,10:00,11:00,1,0,1.0,0.0,3,12684,39,44,1159060500,서울특별시,동작구,흑석동,서울특별시 동작구 흑석동,37.505775015354,126.966590753167
1138051000,1111061500,20231014,19:00,19:00,1,1,1.0,3.0,3,19549,32,7,1138051000,서울특별시,은평구,녹번동,서울특별시 은평구 녹번동,37.6022161609652,126.929919982801
2824560100,1111061500,20231014,15:00,17:00,1,1,0.0,0.0,3,81357,124,7,2824560100,인천광역시,계양구,효성1동,인천광역시 계양구 효성1동,37.5325094388931,126.712130233064
1114055000,1111061500,20231014,17:00,17:00,0,6,0.0,3.0,3,5216,18,10,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1147055000,1111061500,20231014,11:00,12:00,1,1,0.0,0.0,3,25726,85,7,1147055000,서울특별시,양천구,목5동,서울특별시 양천구 목5동,37.5371799183102,126.881717459292
1117062500,1111061500,20231014,16:00,16:00,1,1,2.0,5.0,5,14023,22,7,1117062500,서울특별시,용산구,한강로동,서울특별시 용산구 한강로동,37.5281422426638,126.969228070947
1111065000,1111061500,20231014,09:00,09:00,1,1,4.0,0.0,0,602,1,7,1111065000,서울특별시,종로구,혜화동,서울특별시 종로구 혜화동,37.5868624440018,127.00060686405
1144066000,1111061500,20231014,17:00,17:00,1,0,0.0,5.0,5,28533,30,44,1144066000,서울특별시,마포구,서교동,서울특별시 마포구 서교동,37.5550949138085,126.914613374473
1111065000,1111061500,20231014,12:00,13:00,1,1,0.0,0.0,0,2092,15,7,1111065000,서울특별시,종로구,혜화동,서울특별시 종로구 혜화동,37.5868624440018,127.00060686405
1114055000,1111061500,20231014,10:00,11:00,1,1,0.0,3.0,3,33947,62,7,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1111065000,1111061500,20231014,15:00,15:00,1,1,4.0,5.0,5,205,1,7,1111065000,서울특별시,종로구,혜화동,서울특별시 종로구 혜화동,37.5868624440018,127.00060686405
4113553000,1111061500,20231014,09:00,10:00,1,1,0.0,0.0,3,38180,80,7,4113553000,경기도,성남시 분당구,수내2동,경기도 성남시 분당구 수내2동,37.3724146272623,127.120791603061
1114055000,1111061500,20231014,20:00,20:00,1,2,4.0,1.0,1,958,3,7,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
4157025300,1111061500,20231014,12:00,14:00,0,0,0.0,0.0,5,47467,106,39,4157025300,경기도,김포시,고촌읍,경기도 김포시 고촌읍,37.6034632885764,126.770844490829
1111053000,1111061500,20231014,15:00,16:00,1,1,0.0,5.0,5,27727,37,7,1111053000,서울특별시,종로구,사직동,서울특별시 종로구 사직동,37.5754222287938,126.96631967084
1120058000,1111061500,20231014,09:00,10:00,0,0,0.0,0.0,3,33086,53,39,1120058000,서울특별시,성동구,응봉동,서울특별시 성동구 응봉동,37.5531604882762,127.033416807797
4128162200,1111061500,20231014,17:00,18:00,1,1,0.0,2.0,3,25078,65,7,4128162200,경기도,고양시 덕양구,화정2동,경기도 고양시 덕양구 화정2동,37.6305686063772,126.835720057724
1114055000,1111061500,20231014,11:00,11:00,1,1,0.0,4.0,4,11417,27,13,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114055000,1111061500,20231014,21:00,21:00,1,2,0.0,3.0,3,7121,15,9,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
4146357000,1111061500,20231014,13:00,15:00,1,1,0.0,0.0,3,128496,90,7,4146357000,경기도,용인시 기흥구,마북동,경기도 용인시 기흥구 마북동,37.3015141229303,127.117425207334
1165062000,1111061500,20231014,18:00,18:00,1,1,2.0,0.0,3,21003,45,7,1165062000,서울특별시,서초구,방배3동,서울특별시 서초구 방배3동,37.4784215531775,126.999995477716
1114055000,1111061500,20231014,21:00,21:00,1,1,1.0,5.0,5,8037,5,7,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114055000,1111061500,20231014,17:00,17:00,1,3,0.0,3.0,3,9240,16,15,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114055000,1111061500,20231014,13:00,13:00,1,5,0.0,1.0,1,6682,15,9,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114060500,1111061500,20231014,18:00,18:00,1,3,0.0,3.0,3,3652,11,7,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1111051500,1111061500,20231014,16:00,16:00,1,1,0.0,0.0,4,24680,34,7,1111051500,서울특별시,종로구,청운효자동,서울특별시 종로구 청운효자동,37.5841161738354,126.97064969123
1114055000,1111061500,20231014,11:00,11:00,1,1,3.0,5.0,5,8402,20,7,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1111063000,1111061500,20231014,13:00,13:00,1,5,0.0,3.0,3,7906,16,11,1111063000,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로5.6가동,37.5720319758375,127.005071290563
1174055000,1111061500,20231014,14:00,16:00,1,0,0.0,0.0,3,72798,143,44,1174055000,서울특별시,강동구,고덕제1동,서울특별시 강동구 고덕제1동,37.5572594640654,127.151497480999
1121587000,1111061500,20231014,17:00,18:00,1,1,1.0,3.0,3,22135,50,7,1121587000,서울특별시,광진구,구의제3동,서울특별시 광진구 구의제3동,37.5379818127006,127.091961310776
4146357700,1111061500,20231014,09:00,12:00,1,1,0.0,0.0,3,70679,130,7,4146357700,경기도,용인시 기흥구,동백3동,경기도 용인시 기흥구 동백3동,37.281070581251,127.144239614119
1114059000,1111061500,20231014,16:00,17:00,1,1,0.0,3.0,3,36196,66,7,1114059000,서울특별시,중구,광희동,서울특별시 중구 광희동,37.5644311770078,127.005052665365
1132071000,1111061500,20231014,11:00,12:00,0,0,2.0,0.0,3,20826,62,39,1132071000,서울특별시,도봉구,방학제3동,서울특별시 도봉구 방학제3동,37.659157939821,127.028033457923
1114068000,1111061500,20231014,10:00,11:00,0,0,0.0,0.0,3,7055,22,39,1114068000,서울특별시,중구,중림동,서울특별시 중구 중림동,37.5591682253822,126.966182119336
1114055000,1111061500,20231014,19:00,20:00,1,4,0.0,3.0,3,40182,46,8,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1138058000,1111061500,20231014,10:00,10:00,1,1,0.0,0.0,3,27208,53,7,1138058000,서울특별시,은평구,응암제1동,서울특별시 은평구 응암제1동,37.6006969911171,126.926786873558
1111065000,1111061500,20231014,14:00,14:00,1,1,4.0,0.0,0,377,3,13,1111065000,서울특별시,종로구,혜화동,서울특별시 종로구 혜화동,37.5868624440018,127.00060686405
1114055000,1111061500,20231014,17:00,17:00,1,4,0.0,3.0,3,13053,15,7,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1162073500,1111061500,20231014,16:00,17:00,1,1,0.0,4.0,3,19022,56,7,1162073500,서울특별시,관악구,대학동,서울특별시 관악구 대학동,37.4706092043945,126.936970450155
1174054000,1111061500,20231014,08:00,09:00,1,0,0.0,0.0,4,34822,65,44,1174054000,서울특별시,강동구,명일제2동,서울특별시 강동구 명일제2동,37.5463359336275,127.151371265101
1111064000,1111061500,20231014,09:00,09:00,1,1,0.0,0.0,3,17403,45,7,1111064000,서울특별시,종로구,이화동,서울특별시 종로구 이화동,37.5769946840179,127.004338052474
1123066000,1111061500,20231014,10:00,12:00,1,1,0.0,0.0,3,31154,102,7,1123066000,서울특별시,동대문구,장안제2동,서울특별시 동대문구 장안제2동,37.5784584817659,127.070614728747
1114055000,1111061500,20231014,19:00,19:00,0,0,4.0,3.0,3,2859,8,77,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1114060500,1111061500,20231014,16:00,17:00,1,2,0.0,3.0,3,12287,30,16,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,37.5669897855446,126.991193754251
1117069000,1111061500,20231014,08:00,08:00,1,1,4.0,0.0,2,10351,21,7,1117069000,서울특별시,용산구,서빙고동,서울특별시 용산구 서빙고동,37.5204623812777,126.994638088433
1111065000,1111061500,20231014,17:00,18:00,1,1,0.0,3.0,3,29602,59,7,1111065000,서울특별시,종로구,혜화동,서울특별시 종로구 혜화동,37.5868624440018,127.00060686405
1114052000,1111061500,20231014,13:00,14:00,1,1,4.0,5.0,5,7714,30,13,1114052000,서울특별시,중구,소공동,서울특별시 중구 소공동,37.5638997702148,126.97979400965
1111065000,1111061500,20231014,20:00,21:00,1,1,4.0,0.0,0,891,6,7,1111065000,서울특별시,종로구,혜화동,서울특별시 종로구 혜화동,37.5868624440018,127.00060686405
4165051000,1111061500,20231014,09:00,11:00,1,1,2.0,0.0,3,86688,136,7,4165051000,경기도,포천시,포천동,경기도 포천시 포천동,37.8982801816562,127.199918850892
1114057000,1111061500,20231014,21:00,21:00,1,1,0.0,3.0,4,8603,7,7,1114057000,서울특별시,중구,필동,서울특별시 중구 필동,37.5601640832368,126.995599542438
1114052000,1111061500,20231014,16:00,16:00,1,3,0.0,3.0,3,21910,19,7,1114052000,서울특별시,중구,소공동,서울특별시 중구 소공동,37.5638997702148,126.97979400965
4128162200,1111061500,20231014,08:00,09:00,1,1,2.0,0.0,4,43440,58,7,4128162200,경기도,고양시 덕양구,화정2동,경기도 고양시 덕양구 화정2동,37.6305686063772,126.835720057724
4128162200,1111061500,20231014,17:00,19:00,1,1,2.0,3.0,3,34235,76,7,4128162200,경기도,고양시 덕양구,화정2동,경기도 고양시 덕양구 화정2동,37.6305686063772,126.835720057724
1114055000,1111061500,20231014,18:00,19:00,0,0,0.0,3.0,3,14475,43,77,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,37.5583576447485,126.985241620075
1165058100,1111061500,20231014,15:00,17:00,1,1,0.0,3.0,3,77731,76,7,1165058100,서울특별시,서초구,반포4동,서울특별시 서초구 반포4동,37.4974688612419,127.000307593388
1114052000,1111061500,20231014,19:00,20:00,1,1,0.0,5.0,5,25331,73,7,1114052000,서울특별시,중구,소공동,서울특별시 중구 소공동,37.5638997702148,126.97979400965
4121063200,1111061500,20231014,09:00,10:00,1,1,0.0,0.0,3,41220,49,7,4121063200,경기도,광명시,하안2동,경기도 광명시 하안2동,37.4647246724527,126.87473301272
1150061100,1111061500,20231014,11:00,13:00,1,1,0.0,0.0,3,57190,111,7,1150061100,서울특별시,강서구,발산제1동,서울특별시 강서구 발산제1동,37.5530979481593,126.833264722295
1111068000,1111061500,20231014,16:00,18:00,1,1,4.0,5.0,3,3155,89,7,1111068000,서울특별시,종로구,창신제2동,서울특별시 종로구 창신제2동,37.5744822903225,127.010871935331
4115054500,1111061500,20231014,10:00,11:00,1,1,2.0,0.0,3,41054,68,7,4115054500,경기도,의정부시,호원1동,경기도 의정부시 호원1동,37.7119917254001,127.048771274281
1117070000,1111061500,20231014,12:00,13:00,1,1,0.0,0.0,4,71823,48,7,1117070000,서울특별시,용산구,보광동,서울특별시 용산구 보광동,37.526272167319,127.000171956489
1111051500,1111061500,20231014,16:00,17:00,1,1,4.0,3.0,3,1173,34,7,1111051500,서울특별시,종로구,청운효자동,서울특별시 종로구 청운효자동,37.5841161738354,126.97064969123
1135066500,1111061500,20231014,15:00,16:00,1,1,0.0,0.0,3,47988,62,7,1135066500,서울특별시,노원구,상계3.4동,서울특별시 노원구 상계3.4동,37.66125057554,127.060252770712
1111070000,1111061500,20231014,10:00,11:00,1,1,0.0,0.0,3,10034,37,7,1111070000,서울특별시,종로구,숭인제1동,서울특별시 종로구 숭인제1동,37.5778010184559,127.015640704357
1129055500,1111061500,20231014,15:00,15:00,1,1,0.0,0.0,4,25290,36,7,1129055500,서울특별시,성북구,삼선동,서울특별시 성북구 삼선동,37.5908295073389,127.014651562653
1111065000,1111061500,20231014,10:00,10:00,0,1,0.0,0.0,0,15892,10,13,1111065000,서울특별시,종로구,혜화동,서울특별시 종로구 혜화동,37.5868624440018,127.00060686405
